"BrayCurtis_adjKRV","UnweightedUniFrac_adjKRV","WeightedUniFrac_adjKRV","GeneralizedUniFrac_adjKRV","BrayCurtis_regression","UnweightedUniFrac_regression","WeightedUniFrac_regression","GeneralizedUniFrac_regression","BrayCurtis_SKAT","UnweightedUniFrac_SKAT","WeightedUniFrac_SKAT","GeneralizedUniFrac_SKAT"
0.150692395389507,0.155796131072646,0.00125957021556911,0.00920618547010854,0.0319399085328499,0.612427601653319,0.00198978212680694,0.00941744535525579,0.0635315811734716,0.456923585780381,0.00372674938285178,0.00916103065391072
0.169870425961317,0.000115858551843262,0.295867214045565,0.215230307426772,0.0572269852622335,0.336006436302838,0.344136387974015,0.1194964767064,0.0194619003748359,0.155165287474154,0.312780212861808,0.310409036051742
0.0184360241216456,6.06035222006085e-11,0.164178030279965,0.00015892215233837,0.158738809056614,2.36684350056905e-20,0.665797177257834,0.794496679280166,0.210189798804354,1.43366430905746e-15,0.758183536056794,0.800528015053836
0.00701241644955708,3.99680288865056e-15,0.137515839017167,1.22326291178698e-05,0.271967945253977,1.54780313826059e-14,0.12569752003446,0.435959824363575,0.414102936401778,9.46807408609399e-14,0.175760989398996,0.50106302559494
0.00329245207371753,1.26001491462802e-08,0.00645273698542648,6.84752747948103e-07,0.629180118192608,0.575639260878073,0.0385914556011415,0.00435485733225745,0.547759356822811,0.735327058177855,0.149605390171671,0.0246122721216187
0.0776610892869585,0.0084430033220031,0.0927201329630203,0.038373580011306,0.0892893369383443,0.397583974078458,0.0322000366243749,0.440049863785131,0.059563421856052,0.242003262322989,0.0613922846494344,0.773728240847211
0.0112684114704926,5.55136284163815e-07,0.389975550036751,0.0046461042663607,0.138585815218149,0.914567709649205,0.255116039640765,0.203452445747964,0.338101010792569,0.80206426306331,0.227115709313016,0.187421501957695
0.0377077208517637,0,0.435096420567084,0.000282208916415283,0.84248255233005,6.07446826048081e-06,0.474563330061096,0.825864222375901,0.817608517833081,9.28867337024464e-06,0.668236687437731,0.617334454146203
0.55528427666624,0.0110989971163078,0.587146728549039,0.464329035921682,0.449547700567522,0.165772960940727,0.388102346217516,0.679029490605208,0.427312260201147,0.0761849204821127,0.0939887788011244,0.139478942494391
0.0206160016889352,0.0026093919298662,0.166343542722305,0.00352027436717062,0.01591412413314,0.595308943318048,0.119848276888561,0.0256444685535512,0.0127594002188018,0.537683968363856,0.0367958209084285,0.0189308698428003
0.667253510575185,0.000198852777712921,0.257115109643435,0.107723446706241,0.983349383779842,0.746834781624144,0.793361584993391,0.707394811347662,0.931075078597308,0.277938232265662,0.178220877751451,0.609928931698777
0.114388247781864,0.00025655336674546,0.0424719117012347,0.00752836637113541,0.410048117987741,0.555546622638032,0.153013632739547,0.235873001233624,0.274172126948976,0.502296888275273,0.10698047358636,0.347099766578942
