"BrayCurtis_adjKRV","UnweightedUniFrac_adjKRV","WeightedUniFrac_adjKRV","GeneralizedUniFrac_adjKRV","BrayCurtis_regression","UnweightedUniFrac_regression","WeightedUniFrac_regression","GeneralizedUniFrac_regression","BrayCurtis_SKAT","UnweightedUniFrac_SKAT","WeightedUniFrac_SKAT","GeneralizedUniFrac_SKAT"
0.102839153039588,0.2945489584649,0.000221953672692177,0.00309734237594428,0.0304824937267415,0.913878244501006,0.00125129606738981,0.00810825655298007,0.0590645622306694,0.568324937294587,0.00196483283604243,0.00832425349522092
0.13360852758838,0.830328534269711,0.00487763837757738,0.0409119086842786,0.384925328391118,0.910278467194849,0.0208456190513206,0.108182965117917,0.689858431662302,0.725666684455171,0.0226036277593559,0.0585467900790495
0.257987295573357,0.215084179043817,0.0139003121798725,0.0841859429488947,0.0368693707866657,0.0407709490751903,0.00731564474549788,0.00322852343566011,0.0178983019908954,0.0186728244540481,0.00477446152606642,0.00232386384020056
0.146099505297756,0.0407721186422887,1.97078791508432e-07,1.44251719760291e-05,0.61316219281125,0.250647430125034,0.0222300677873931,0.0943918339987611,0.00155791463473887,0.205169615943609,4.43323542687057e-06,4.79148555621034e-06
0.0273610132457088,0.359884073596315,2.80298478538832e-07,2.80940812458219e-06,0.950342728092883,0.332233947288841,0.0268043842563578,0.00717207059629426,0.807841570427694,0.398991791865255,0.010055122314223,0.00140062074497627
0.0932677473435456,0.699290821570782,0.00854061724261534,0.0164532060581611,0.64446661600448,0.24389353941148,0.983280737495056,0.530719401346795,0.659114381123099,0.304545294052712,0.140919120786298,0.443871173552561
0.0161797477116323,0.904708918552163,5.35826932823724e-08,4.51666383023408e-05,0.297711707807335,0.494138640305623,0.0118865596979454,0.0229209959609494,0.374212238307861,0.598652700997477,0.00241077910951049,0.00616075510907776
0.00717356277223313,0.992004168901275,9.16228712350975e-05,0.00370550559116223,0.137866497289576,0.894834347386351,0.0308705287148066,0.0612142022923724,0.0209954259919796,0.998772682061385,0.00651346928950969,0.0149077780101474
0.189356669443857,0.683340859799614,1.38020411589723e-05,0.00201306961195158,0.292190597489486,0.210905185669968,0.0550140354943515,0.186973556296365,0.208481649851511,0.716697467298761,0.00674147427282268,0.0623985142400347
1.11022302462516e-16,0.0897108744543436,0,0,2.09085756493059e-06,0.826261286633026,6.38787183090335e-14,3.96024433927451e-17,1.68864565264215e-06,0.844501343873215,1.68259058948005e-13,7.78249505847122e-16
7.87131138046959e-10,0.22013284884657,7.7715611723761e-16,0,6.48213637517369e-08,0.153260843477895,2.72153661824417e-12,4.08497052069035e-15,5.26375226961306e-07,0.445313571399375,6.58032385502893e-11,1.34044118999917e-12
0.207218757481291,0.565485275764079,0.214998698794814,0.264097013645483,0.963430815762458,0.253679104823941,0.73802260739952,0.820548422632827,0.356162090010103,0.37264116752274,0.317275318992993,0.269382600407635
6.43369911679237e-07,0.821828414229827,0,0,0.012036812008011,0.60927059735318,1.076439924029e-10,6.82599893379374e-13,0.0211930052604206,0.526170166173791,1.22230569887552e-11,3.66865552103504e-13
3.33082416092978e-07,0.485171717415913,2.22044604925031e-16,1.11022302462516e-16,0.00678447779709824,0.505504391100712,3.08481791396259e-07,1.66845212390248e-08,0.00158226376320236,0.667718763466706,3.19746229116485e-10,6.38875533908727e-12
5.31118193425328e-07,0.511114257517578,5.5033755330669e-13,1.85407245112401e-14,0.000233167234279432,0.60775857815606,1.2594265771117e-07,1.77259939565459e-08,0.000214905959028733,0.818090034631635,7.24481468150628e-08,7.53199902447932e-09
0.0833707012465704,0.204784066285287,3.7785206419283e-07,4.65072001365474e-06,0.0386951265941364,0.40047800719621,0.000184996107926954,9.08188052435188e-05,0.039015407433975,0.58304419115235,3.65781244655583e-05,3.96899934500539e-05
0.41106765057415,0.436032211438635,0.140222440377617,0.122803800763291,0.919587170466391,0.547596274139408,0.467483454089066,0.426250034110441,0.363030574799975,0.696433482157245,0.270151072124778,0.353660902933309
0.000174662500270872,0.579065026122424,2.87547763377916e-14,1.12010400954432e-12,0.82838233138585,0.978112190117613,2.57020495127688e-06,1.16230152003668e-08,0.612059197255426,0.91454246733358,8.11482313567424e-08,4.68126500244832e-11
