"BrayCurtis_noadj","UnweightedUniFrac_noadj","WeightedUniFrac_noadj","GeneralizedUniFrac_noadj","BrayCurtis_adj","UnweightedUniFrac_adj","WeightedUniFrac_adj","GeneralizedUniFrac_adj"
0.000462023494296471,0.396489952824913,3.59635222479948e-06,0.00070895840136409,0.192970411147046,0.380856869440373,0.00152501111845782,0.0194784242751587
0.00921590149380991,0.39096272602186,0.0843121096016475,0.308725025051571,0.441507665977381,0.265720036233253,0.411256357727319,0.676091001676451
0.0532759839814776,0.985871467348718,0.108493110303103,0.214791646498277,0.0646802423709574,0.841611252999825,0.0356300215470748,0.0600006838392703
0.156053684777257,0.889562040973412,0.455524088313734,0.51511650207712,0.749243556069565,0.380848662917671,0.749531808546073,0.735149266303274
0.181112001399777,0.222478797887908,0.33039452037216,0.446408599304156,0.338090987210729,0.405069723979824,0.285125450873812,0.28961623341271
0.000144472236130011,0.44257849889686,0.00688051908662579,0.000999678581792396,0.0877970993222751,0.659944177506702,0.138809192268006,0.035111938260605
0.00159336618382255,0.0326741634626723,0.0088195211858122,0.00271993576628615,0.0780936695064606,0.101240383458343,0.0610390045343313,0.054663770649369
0.0115242022180162,0.124101362831285,0.0921390325405984,0.0205131240819949,0.865168761414233,0.0714243727509836,0.596440887059178,0.295633745855949
0.327040526590736,0.875128923120522,0.495272112128606,0.864369800903233,0.978369116974776,0.916887268580631,0.930727572119735,0.994138995908018
0.000169937350928295,0.218341776756871,5.24441378703111e-05,7.64857549240272e-06,0.719737875923534,0.15012598461441,0.0719780269932755,0.0531266219678186
0.160284062165353,0.355256352000867,0.418804614597527,0.27509674299992,0.752320798680938,0.657926999356044,0.762916678668164,0.696533941513239
0.0667440358636497,0.483560538717254,0.0647784400176031,0.205005912388738,0.514308724164842,0.288463166457926,0.396393425740504,0.540851007271246
0.0246494818043916,0.601861884981896,0.045031439418392,0.0283887655563677,0.394556129776559,0.262554584119721,0.18445985605237,0.153635738209393
0.231206083013289,0.810229433368076,0.24151683138898,0.365664623485827,0.256933872168824,0.503508633318181,0.343781453603799,0.328279533235835
0.231662549992367,0.0508337802336785,0.330501005548233,0.118627055939757,0.559200891175299,0.254738880227016,0.445651061691021,0.346256445500658
0.637683403542718,0.383161685042003,0.611331859892997,0.592877666445384,0.947880662154914,0.326162014252509,0.920818276298626,0.734243913227605
0.605926762590117,0.435083933004638,0.428504170460674,0.468591217592958,0.626998059390634,0.672496801129792,0.607361616142887,0.714939095975237
0.000733731538802185,0.730265037650288,0.000768935738667209,0.0175547880663199,0.0984340703129704,0.451014636908093,0.0362441477007849,0.0862122654978243
0.0467951802272126,0.82136425028057,0.24443120923936,0.352768714185645,0.31549662160539,0.676152329530054,0.440171883837758,0.544229367218244
0.85145132656118,0.474499474492477,0.537727626166162,0.629380926411662,0.975766298245642,0.309296048234684,0.63885092571565,0.60154541010779
0.188753779651026,0.00856453922125611,0.0284321136169146,0.0362886347788773,0.0322389726930964,0.125058638544226,0.010332560781487,0.0186072974305022
0.0479956208856483,0.166473053806388,0.240152912139471,0.101091889045774,0.597236900553537,0.396608856556057,0.510365670638374,0.384194487625146
0.068140806934074,0.973027090226739,0.127507644031077,0.273815351925224,0.6101836143543,0.863446416440053,0.879200690852526,0.878752102229635
0.0671811108724585,0.971927692432248,0.382872457925306,0.569644922762176,0.15300527248541,0.96563883213183,0.101091080071671,0.317630096510266
0.10064255582625,0.633806622914643,0.143783317872726,0.244010578398219,0.647579321938156,0.444613276090971,0.73187073739797,0.741626853835663
0.530581287983355,0.360071768354972,0.567536660452626,0.604114352655011,0.865684301992649,0.316042109921082,0.702267987310554,0.727154898461903
0.0673907569845308,0.97402057804955,0.124040217285412,0.141197605353535,0.213023883396969,0.69258080011294,0.137746417303085,0.107535302487638
0.00850237442521629,0.948785629368445,0.053254548646136,0.150147638025881,0.288073673249579,0.462037998405264,0.280217268106148,0.42184231648327
0.0038215487205554,0.635784899622847,0.00505179596665617,0.0121357749421054,0.400376024082707,0.748596856565261,0.425162345348502,0.571992348085307
0.0911850965835383,0.984152609816928,0.0363974451536782,0.384380374027362,0.853642174680455,0.998052017599064,0.366729553701047,0.899335943366396
0.59763915414707,0.977367251521453,0.750985524809686,0.857061373013812,0.736255174736729,0.842439389563269,0.566311401556797,0.643499137167063
0.0523912326049349,0.405772964549667,0.070886948743791,0.0971234685467446,0.990207920547278,0.496419294864564,0.920750784570361,0.891777722501002
0.609239949454437,0.335992857906871,0.294881351328701,0.44538198858604,0.968844750842197,0.235941571689309,0.73227109676426,0.858535026632462
0.0717108669349802,0.578525400417765,0.464996425857042,0.463038513601473,0.524106682727421,0.217965851232809,0.90196497448557,0.780031823354442
0.918447167648652,0.431780887487381,0.426386357774046,0.415457823078767,0.986471524616289,0.783462198514115,0.666609231609588,0.772652008940791
0.000388747134798195,0.228917071606805,0.00795699135469308,0.000850490989132258,0.0177357441831729,0.0674897193681774,0.0168829366656261,0.00204461125799049
0.325008174576686,0.534901701707062,0.212975407159762,0.284073858990747,0.993788715511137,0.765360202725998,0.975610203375884,0.946624764292173
0.220138852586257,0.467427375160086,0.268090454291427,0.291503864504703,0.682621267128223,0.23532760523784,0.433596812734945,0.470227679317151
0.000222660344055159,0.345700530889598,0.00530139539196783,0.00933184893123251,0.587503709912746,0.607832073405366,0.821272257934964,0.776657264693471
0.0434173689224567,0.621994380779077,0.263367455817603,0.317715638118152,0.240230498595061,0.54931401886359,0.807321504158385,0.781532608492883
0.18316502735091,0.558995914974999,0.701996680842164,0.929009118136696,0.817782982784393,0.360150494524218,0.830868030989761,0.870229234429084
0.0605212685553465,0.0582225333153867,0.215689141919665,0.17924619400544,0.669494562770667,0.604360713736577,0.612723970549325,0.636719476768834
0.0301954366590851,0.817075049990761,0.00812030458001078,0.119060664196716,0.849258583434134,0.650186568111443,0.623644302220566,0.885076106086208
0.809701718352024,0.296581492063252,0.805645762457176,0.817462054712704,0.842104175182477,0.894917852046143,0.963830641573035,0.891246938147632
0.0119941580626164,0.301492946100483,0.106285668181089,0.0914519527601801,0.312472440326722,0.603518082527886,0.427942776395656,0.358259853555945
0.0777472503092048,0.991920348384225,0.024870514649087,0.110773166910916,0.593234223805944,0.703795004428049,0.30094425900322,0.439356682763123
0.106026050441417,0.124235536868012,0.219023083439962,0.2837402724688,0.118266872564917,0.0906131719174661,0.138861951307042,0.228134150133974
0.00137008115251513,0.909984812647809,0.00140709249890725,0.00555494175675897,0.0271739742738154,0.387512868006554,0.0052088961106922,0.0100091074785011
0.0301149831430944,0.637405629625005,0.31592154554555,0.3362152563314,0.93833307418481,0.605016591354355,0.837233596541434,0.670793434458357
0.00677050425280956,0.565440657594942,0.29353971414509,0.213098966833173,0.648384874113673,0.168686010919619,0.890459679897973,0.728367991118326
0.547962916202348,0.972754088755413,0.465016154373496,0.796248716861004,0.965823111828975,0.971398918381875,0.885627340315982,0.919026137930907
0.306017743686687,0.183504916849456,0.519225781234649,0.388720681960899,0.814288069335464,0.185184201070571,0.873433596716176,0.787703305743373
0.323790988212419,0.605666471292114,0.641796791401748,0.597704205486898,0.733392921905851,0.498922545259828,0.850957677503933,0.567349504409886
0.204189628044002,0.740086586446262,0.249393875906699,0.369618195231997,0.464400978755601,0.834960103634461,0.261805695153454,0.363712256014077
0.66866512544831,0.830568860000165,0.560613416875228,0.503445170873734,0.947206535148432,0.491492323949798,0.969474131518472,0.931753180214886
0.0904734051882278,0.812516984484634,0.437154244765345,0.366486819997877,0.49405975688519,0.966325485302817,0.731854589862155,0.661154409973526
0.0664754783422711,0.881648094327154,0.48462909879684,0.723856882841555,0.700428381780665,0.48702001859394,0.639380477295702,0.655207585707437
0.205781397599664,0.250233714874665,0.17957168447586,0.0658173721650369,0.702228132579478,0.535566092714874,0.68553526932249,0.436539191501262
0.000730228813406342,0.407848925778664,0.00426743161155918,0.00537074409342353,0.205811921957932,0.546546777857772,0.00510217377214661,0.00580870184967175
0.100398257287229,0.518577744625965,0.132746877288023,0.120397657023816,0.781559562307801,0.367365638585365,0.470751354614705,0.521207281524159
0.000582783382284568,0.283943047439524,0.0026407801523991,0.073414538951282,0.233258353346357,0.284710492019841,0.477287573929992,0.617705191817358
3.75821715947744e-06,0.944993261574632,7.00739258681082e-05,0.00273004813004496,0.153222867998277,0.955087444247365,0.0825549606336159,0.191210919716916
0.0644746444649393,0.581370759175232,0.274480718155414,0.230009064845538,0.112575012375671,0.44792295005522,0.431106638213877,0.188191568833008
0.0216912269603138,0.959227525373599,0.0956656067514539,0.0864955236432075,0.0855390573773572,0.999513248792932,0.191338039582334,0.466015261269605
0.527073943347444,0.800624049781637,0.506275140289218,0.651428070514122,0.893813012213851,0.370624310483047,0.79860388800332,0.60598957313793
0.426176375831072,0.680191772577999,0.412518989023394,0.331242292238252,0.971991444934568,0.621054728775794,0.987241984880392,0.942408111359446
0.00192471390836813,0.0126743354473432,0.00759181854549018,0.00447951871134344,0.192804646381786,0.00193563452169243,0.112101470688175,0.0291405180887641
0.0728351106224442,0.147782015500074,0.0633823666028247,0.0623742829910796,0.846181765736197,0.181548721504431,0.570663865848487,0.510594965739419
